presc_id,drug_brand_name,total_claims,total_drug_cost
1070,Healtril753,82,10587.48
439,Wellzym92,43,9378.52
293,Arostat294,112,13660.72
514,Vitatril903,176,6763.15
714,Biostat374,46,687.69
955,Curezym407,198,30409.81
438,Biomox375,158,22050.44
392,Healvirin466,98,9377.97
22,Wellzide657,51,5070.84
12,Carelax262,151,9667.64
756,Vitavirin494,65,6200.29
560,Healvirin988,9,1307.44
816,Medicillin551,12,2656.27
562,Ashaprofen638,161,3601.37
63,Neovir230,184,41093.16
931,Arozide668,126,6097.48
1118,Lifevir89,27,423.37
314,Ashavir50,181,31502.79
270,Curetril724,22,2277.27
115,Carelax502,114,13732.49
200,Meditril764,140,10148.75
35,Aromox297,86,16787.19
649,Curevirin701,182,9174.09
751,Neolax953,133,1855.82
853,Mediprofen671,171,21577.26
1028,Welltril920,38,5220.92
909,Apexzide221,12,717.97
1036,Carecillin961,105,5059.02
7,Zenzide397,80,4987.02
700,Vitalax491,120,15695.58
1160,Medivex954,119,3741.71
374,Ashamox457,187,4916.95
42,Ashavir50,197,7503.43
768,Healvirin988,118,3354.29
506,Medivirin149,79,14596.22
392,Vitacillin756,192,27717.91
110,Ashazide244,98,13465.95
288,Carevir375,145,9816.42
386,Biomox639,70,11867.91
605,Swasthdol775,67,9352.84
1004,Vitafer673,91,10966.5
1072,Welldol776,116,21505.23
350,Healstat994,10,2048.27
319,Sanicin62,138,19519.41
889,Ashatril324,89,13049.8
592,Ashatril139,54,4822.64
1130,Apexstat23,191,28498.3
432,Meditril764,67,3373.4
237,Neozide816,133,17174.25
287,Ashazym635,120,14749.87
774,Healdol271,169,18733.93
215,Sanifer841,162,14823.64
326,Neozide754,108,10848.03
206,Lifemox417,48,8736.42
957,Medivex954,140,5758.13
935,Neolax842,152,18707.4
818,Curevex23,122,20056.37
765,Lifevirin760,154,12609.7
615,Medizide455,11,2488.03
1039,Healvirin466,28,2852.8
1183,Biolax228,103,11994.66
341,Carezide629,77,16345.76
1074,Mediprofen276,51,10414.93
286,Medizide452,34,5257.33
111,Zenstat494,24,1864.41
709,Lifecillin235,118,10442.17
303,Biovir132,52,9154.71
165,Curecillin536,48,2531.26
185,Arovir972,186,11616.63
767,Zenstat432,2,202.08
965,Sanizym356,141,21980.75
968,Bioprofen499,172,14564.51
498,Neofer71,196,36694.75
652,Swasthlax920,196,37523.67
670,Arodol411,73,13541.81
870,Carevir104,153,11960.32
1001,Zenstat163,172,27885.08
455,Sanicillin530,156,6639.19
742,Arotril943,88,8342.33
816,Mediprofen216,20,2497.78
385,Apexlax99,12,620.03
696,Curezym441,99,13660.97
584,Caremox55,80,7657.37
72,Bioprofen499,67,13213.24
335,Saniprofen728,102,16384.15
953,Ashaprofen172,22,1867.25
829,Vitacillin756,4,152.31
1039,Wellvex571,99,12557.67
823,Ashazide517,109,16909.34
530,Neozide816,190,26802.0
923,Curezide690,129,10866.59
687,Arozide668,137,24891.99
367,Healprofen752,109,12283.78
164,Wellstat850,39,523.0
529,Healmox733,51,5963.25
932,Swasthcillin531,112,2119.67
249,Medimox986,126,11235.01
757,Ashazym762,65,6512.93
49,Biodol129,139,8346.08
855,Aroprofen694,5,469.36
73,Neovex829,153,5347.78
1089,Arodol427,190,15434.82
1096,Vitazide698,25,800.71
1011,Apexmox896,111,20009.49
939,Apexzide221,177,26484.44
1073,Curezym614,146,13084.41
764,Zencillin672,10,451.96
208,Sanitril186,98,11763.19
692,Swasthfer605,164,25655.79
46,Apexmox913,48,8937.41
163,Biovex473,111,24429.43
1170,Apexvirin454,67,14464.47
1105,Arovirin33,63,8177.2
1175,Healcillin680,122,7330.09
563,Apextril458,192,25851.81
1028,Sanimox351,172,3277.87
372,Mediprofen101,174,10060.2
425,Medimox662,5,869.99
563,Healvirin421,69,7678.23
652,Wellcin885,25,1178.21
665,Vitalax980,57,1242.91
944,Apextril105,151,14648.85
1109,Caremox55,100,10711.88
703,Ashatril184,88,7138.1
311,Medivex682,119,21526.03
1091,Lifevex42,179,7701.02
826,Carelax104,9,1306.88
161,Vitavir7,162,19839.84
171,Carevir717,54,8698.25
623,Swasthvex584,75,11855.61
958,Neolax812,8,340.89
721,Heallax722,145,15989.7
48,Zenvirin86,193,40141.18
1006,Apexstat532,61,5263.46
776,Biovir544,156,27814.4
811,Wellfer109,56,2620.66
593,Medivex682,46,9062.16
822,Healzide566,141,13903.16
857,Curevirin701,154,10972.18
217,Neofer71,171,36183.66
651,Wellzym636,129,14672.73
828,Vitalax767,127,19256.57
921,Healstat572,41,7251.91
591,Curedol414,1,111.23
951,Vitavir7,168,8414.97
786,Ashamox987,149,23820.9
841,Ashavirin771,49,6964.57
284,Zencillin529,157,24068.11
1169,Zenvirin646,188,14946.21
512,Ashatril139,43,5292.48
187,Healdol242,95,1469.44
798,Neostat539,142,14575.39
331,Ashacin705,118,10989.77
359,Apexmox30,121,26769.19
661,Apexprofen369,34,2608.5
424,Vitafer533,148,14065.69
909,Healprofen96,62,11925.28
1025,Aromox297,165,5551.74
679,Vitalax980,41,2587.74
144,Apexstat23,2,336.32
833,Vitastat632,134,30920.11
145,Arovex226,107,23926.33
1101,Wellcillin805,31,4897.59
1094,Curelax332,183,2772.2
123,Ashafer324,75,14145.05
82,Arostat294,94,9512.7
902,Healcillin124,110,16347.23
538,Zencillin672,195,36625.22
229,Lifetril182,185,7974.61
696,Arodol411,37,7729.51
431,Meditril764,68,2114.05
152,Wellvex823,118,22353.03
502,Biomox375,194,11392.07
911,Healfer248,85,15056.58
1164,Vitalax306,71,9849.59
304,Mediprofen228,134,8390.86
760,Ashafer290,145,11298.48
325,Biodol129,146,19855.24
901,Swasthvex419,173,12829.05
264,Caredol261,38,5517.56
527,Zenstat163,164,10099.33
1195,Bioprofen599,78,2691.65
746,Swasthcin793,185,22904.42
1059,Ashazym434,104,12244.08
705,Sanivir204,165,7555.05
644,Lifetril182,134,12606.57
994,Sanicin62,166,7396.73
360,Lifevirin369,124,20234.36
133,Meditril676,88,4462.46
308,Healcin685,72,10119.35
245,Saniprofen292,167,8312.05
1167,Sanicillin206,164,34421.98
1074,Curevir803,59,8981.56
68,Curevex110,103,15755.18
1040,Ashastat866,18,1317.38
1102,Arodol411,21,3742.39
1161,Neolax158,134,7475.97
375,Wellcillin805,177,38489.08
468,Wellcillin322,177,24684.35
545,Neolax842,142,10001.2
131,Neotril745,34,3412.0
467,Lifemox165,63,8208.87
951,Swasthcillin239,26,3303.96
654,Lifezym819,163,4061.78
906,Biodol396,22,2055.06
441,Healvirin421,154,16914.73
1192,Curecin691,111,17989.05
907,Carevir940,200,28445.75
935,Medilax236,1,59.11
555,Carezym564,127,16475.89
990,Biovex629,132,9226.12
542,Vitafer673,137,7715.31
1150,Arostat294,129,9142.38
374,Zendol82,125,1640.8
1044,Mediprofen799,121,12023.63
885,Wellzide371,173,13829.07
908,Carelax388,88,12256.33
375,Carevex448,50,8916.29
437,Arozym597,79,8288.47
1087,Swasthcillin531,121,3540.37
431,Carelax908,147,20177.73
394,Swasthlax665,197,15986.96
324,Ashazym370,157,21286.1
1058,Vitafer673,122,18604.17
552,Zenvir553,59,11506.68
622,Vitastat680,95,3567.42
725,Vitastat632,191,13252.51
1154,Ashavex93,101,14108.14
828,Bioprofen353,15,2928.45
287,Medimox986,117,16505.83
415,Wellmox798,54,7162.41
765,Zenzym888,7,566.43
668,Ashatril184,143,15975.93
441,Curefer387,159,19417.67
219,Medicin6,20,1121.28
983,Mediprofen101,185,26903.77
95,Curelax68,200,29935.24
998,Zentril751,64,4378.4
769,Neofer82,16,511.42
566,Ashavirin397,138,13026.7
228,Vitazide172,121,4834.13
665,Arofer835,199,34056.13
309,Apexfer843,151,9680.78
181,Healvirin988,113,6854.31
534,Meditril197,143,15658.61
45,Sanicin900,36,5192.14
643,Medicillin460,93,17494.37
440,Zenzide317,48,3301.88
742,Vitastat241,86,4898.47
531,Healstat994,66,9709.03
288,Vitazym137,31,4208.21
997,Healvirin988,13,2005.32
1050,Neostat539,96,1294.64
66,Healcillin539,130,22822.13
1104,Arozym597,126,8027.56
138,Carevirin378,189,4270.03
1144,Curezide286,200,5939.41
1052,Ashamox426,23,2849.04
391,Biovir132,193,5094.88
568,Curestat227,120,13375.5
312,Zenvirin86,167,11601.52
1179,Carecillin874,87,9500.5
886,Swasthfer605,6,511.53
799,Medilax236,5,57.92
309,Vitazide1,67,12432.19
669,Apexcin125,137,14608.81
1177,Apexvex914,91,18226.27
1182,Neofer634,40,1733.36
632,Carestat529,47,1453.3
81,Carevex431,200,6869.45
142,Zencillin529,84,17364.69
428,Ashavir50,52,3608.79
556,Zenmox709,60,10881.19
728,Curelax111,7,295.49
901,Sanidol745,32,5459.26
910,Sanizide413,191,31676.9
101,Sanicillin468,115,10298.57
780,Neovex829,152,23236.05
359,Zenvirin646,130,26657.97
250,Medicillin326,42,6045.12
1002,Healvir890,190,26699.65
649,Lifezide398,107,5921.12
1039,Healmox733,93,9869.25
936,Zenvirin82,5,64.92
820,Biocin592,26,2381.79
134,Ashatril139,112,23281.09
470,Curefer853,180,5124.6
799,Apexmox621,121,1872.38
663,Wellcillin805,12,429.72
1157,Ashacin515,3,97.45
963,Sanistat391,196,3681.09
430,Welltril1,190,26056.91
850,Meditril764,41,3500.87
1063,Lifetril182,39,6730.52
372,Ashaprofen556,94,15522.38
333,Sanizym226,8,829.44
765,Carelax908,68,7918.07
53,Ashatril184,85,1364.14
296,Neolax438,105,2003.59
1076,Neodol785,44,1593.99
457,Medicillin326,24,1982.07
975,Caredol360,119,27097.83
1100,Zenstat432,113,4340.88
2,Apexvex997,80,9404.43
527,Lifemox417,33,2500.4
198,Swasthstat954,123,14650.21
1170,Curezym407,51,1823.43
293,Carezide136,58,8809.02
828,Healmox192,73,12139.78
464,Sanicillin468,65,3216.74
674,Swasthdol290,182,39067.36
1065,Carecillin961,133,18542.18
270,Sanistat981,84,8320.58
1187,Swasthvex584,189,32271.14
789,Biozide74,162,2972.13
374,Medistat835,4,135.3
488,Medivirin149,42,3240.16
985,Sanimox719,124,20510.24
1183,Biovex980,104,9619.03
539,Healcin727,140,14718.09
1054,Vitazide589,87,7525.99
523,Neocillin820,88,15036.97
1125,Saniprofen292,117,17511.83
702,Carelax502,196,19564.39
749,Caremox55,110,17275.13
259,Lifefer638,25,1378.32
228,Sanifer340,31,3512.15
712,Sanitril633,79,8083.4
170,Carevex448,130,6658.91
1047,Lifezym819,50,2038.56
35,Caredol360,51,7663.84
311,Saniprofen292,145,26586.91
1092,Arovirin33,93,11593.26
1088,Careprofen462,43,3245.32
340,Ashazym762,163,23092.69
312,Neozide691,139,28451.34
415,Arolax663,72,1654.08
821,Apextril381,76,6749.41
863,Sanimox135,122,11354.32
615,Zenvir553,1,26.95
639,Sanizide444,54,10850.75
137,Biovex293,16,2313.51
985,Ashazide614,42,7448.13
497,Apexcin715,101,17609.87
801,Arotril924,152,8172.37
145,Curelax111,58,11004.36
823,Neofer794,32,5092.69
311,Wellfer109,53,5502.68
671,Apexcillin857,3,415.03
1074,Sanivir204,27,4564.92
476,Carestat16,170,18181.85
1109,Swasthdol791,191,22752.07
700,Carelax872,70,12159.19
524,Apexzym196,29,3848.2
345,Sanivir204,182,29289.28
597,Vitaprofen257,58,5876.03
743,Aroprofen376,62,11941.46
886,Sanimox719,108,2089.03
574,Neofer71,186,32500.47
1041,Ashafer618,85,8778.14
731,Neovex307,22,305.25
995,Vitacillin927,63,7385.2
889,Sanivirin991,171,12404.85
1000,Welldol776,144,19294.66
1063,Vitalax306,171,15278.53
202,Ashavex126,148,4937.35
489,Healvirin673,93,12441.85
864,Medidol536,101,13491.5
902,Ashatril184,118,14831.96
817,Carevex448,161,25100.97
53,Medivex659,56,5980.67
674,Saniprofen728,26,1744.13
59,Neocillin545,187,21120.62
735,Wellmox798,175,15723.04
510,Carestat16,71,6150.43
939,Ashafer618,179,34746.03
329,Aroprofen945,54,7267.19
660,Ashavex771,190,16462.44
353,Arovir972,128,22116.49
1103,Swasthprofen711,190,36842.59
649,Neovir230,79,2579.85
832,Ashavex212,81,11332.78
784,Sanistat437,52,3486.85
719,Apexmox896,87,16586.07
327,Vitavex800,44,2929.4
1192,Medivex682,80,16222.79
1148,Zenvex842,76,12406.29
816,Apexvex958,159,21691.6
186,Neocin844,183,26310.49
829,Ashafer238,68,2568.54
725,Sanistat882,102,3654.2
602,Curefer387,158,17286.22
461,Ashatril139,114,18534.82
318,Healtril755,171,30834.44
460,Healdol271,178,34109.23
463,Apexvirin454,113,14510.74
26,Biovex293,76,3877.53
990,Apexprofen138,113,10685.5
1164,Sanistat981,50,5098.94
1190,Carecillin961,103,15521.81
793,Neostat267,192,13052.52
746,Swasthcillin531,68,6311.07
481,Apexprofen138,82,8528.59
276,Arocin635,83,17210.25
506,Ashaprofen729,138,15384.29
1040,Vitavirin494,182,18162.21
467,Meditril676,185,15653.68
1135,Curecin762,58,6119.98
109,Curevex383,118,15793.36
894,Healvir166,17,3090.84
1147,Biozym818,115,12258.37
712,Sanizide153,123,20308.81
726,Healcillin124,17,3197.91
517,Healstat20,187,3075.86
883,Wellcillin805,181,26410.93
812,Neocillin458,56,7547.95
624,Zentril751,85,5248.55
1041,Lifetril785,105,4170.5
645,Wellvex823,2,356.22
734,Apexvex914,151,5898.87
131,Medimox812,136,11428.05
399,Curecillin780,64,14212.81
368,Swasthstat691,47,864.33
245,Neozide691,85,2709.89
1176,Sanistat391,180,34812.99
835,Sanizide849,98,13132.07
704,Meditril676,47,1334.74
882,Ashastat445,65,6516.65
823,Curezym441,52,3299.16
168,Healvirin673,87,7738.52
528,Neodol741,6,975.57
1141,Carevex431,16,2075.93
4,Carevir496,136,1681.76
628,Ashavex484,8,1387.33
768,Medizym504,18,3298.68
1021,Mediprofen671,47,6261.2
199,Apexlax435,175,34659.28
1176,Zencillin672,46,9174.55
364,Healvex100,130,5701.67
63,Apextril381,160,2949.01
247,Biostat374,80,13996.64
370,Swasthcin514,152,19299.07
1020,Arozym551,50,7474.97
691,Sanicillin705,117,23217.55
797,Vitamox197,115,23967.62
135,Cureprofen611,87,4655.58
1006,Arotril124,49,7192.73
121,Vitavir585,123,23670.19
203,Apexvir49,134,4008.23
1080,Wellmox688,145,18323.96
808,Carezide624,194,21202.6
657,Vitaprofen889,35,3193.47
874,Biomox639,104,8912.74
49,Medivex292,126,4014.3
797,Medivex8,79,9381.69
589,Swasthvir159,198,25400.89
86,Wellvir735,49,9231.35
1170,Apexlax435,139,5933.17
99,Healmox733,137,2496.54
789,Biofer458,49,3995.84
889,Vitacillin351,190,23386.71
1042,Arozym414,95,12097.7
440,Swasthvirin56,26,2407.18
454,Curevex754,183,14448.19
1015,Bioprofen599,53,6808.48
93,Apexvirin676,98,5330.74
595,Healdol292,2,399.27
678,Carecillin961,46,10431.76
762,Carecillin961,103,1796.3
505,Vitaprofen257,160,25531.63
866,Wellvirin488,175,24017.55
635,Neovex649,53,10958.42
559,Neocin763,105,15188.17
848,Medimox812,97,7133.28
1000,Medimox812,65,8770.71
810,Sanimox135,11,1619.0
457,Vitamox783,19,2328.73
1001,Vitalax472,18,805.64
526,Arotril170,175,28294.09
584,Vitastat769,138,10283.14
536,Zenvex524,28,4408.42
414,Ashatril184,23,2785.35
261,Bioprofen95,133,27565.47
224,Zentril751,29,1782.2
378,Healdol292,22,3891.01
496,Arozide668,112,14660.81
293,Biovex629,114,12837.24
1032,Medicillin326,197,43465.49
652,Curecin691,12,1678.39
700,Lifevirin369,65,12095.32
411,Medivirin149,165,3466.92
598,Carecillin961,130,2743.44
399,Neocillin395,86,11979.57
903,Sanivirin991,18,3311.19
590,Meditril676,143,6179.48
651,Aromox189,15,429.79
1061,Biovir132,137,2036.44
659,Vitazide1,95,1923.83
479,Carestat16,2,176.21
794,Medidol872,197,26834.46
73,Swasthvirin29,145,14930.58
976,Sanimox135,147,19181.75
793,Wellvir735,116,20612.67
1005,Neodol785,157,10780.7
932,Ashazym635,123,21488.95
1099,Aroprofen945,93,4817.14
358,Vitaprofen889,100,23272.61
754,Ashadol971,190,3031.99
295,Carevir940,11,1192.53
1109,Ashacin515,59,10931.11
723,Neocillin820,54,10472.49
856,Lifezide398,118,18208.48
796,Biovir544,119,9389.43
817,Vitazym494,35,4962.75
445,Wellvirin56,183,8117.35
745,Healstat994,119,15340.0
837,Biolax228,96,12249.81
290,Medicillin326,121,4062.6
616,Curecillin274,199,35713.51
409,Swasthzide788,56,4846.4
788,Ashatril324,133,14480.82
49,Vitastat241,178,9377.52
353,Biozide74,70,15218.28
320,Ashadol298,165,16166.12
406,Apexcin125,39,3577.14
268,Medilax236,196,36451.67
1087,Ashazide805,189,22258.98
199,Arovir972,17,403.44
109,Wellfer109,85,14531.61
731,Biovir827,52,9340.71
630,Healvirin261,17,1574.21
1195,Wellcillin805,115,12811.49
594,Ashavex93,78,2440.84
312,Zenvir553,42,3956.02
840,Apexcin306,41,5209.37
576,Sanilax793,177,29525.32
233,Apexzide221,170,37805.51
199,Sanizym226,194,3947.93
969,Aroprofen694,98,11142.64
743,Neofer657,113,13065.51
41,Curezym695,126,25597.06
696,Arotril826,22,3614.11
277,Sanistat981,160,10917.1
307,Neotril745,29,6551.77
404,Biozym818,163,12873.43
171,Mediprofen228,91,12916.88
33,Neofer958,160,29414.27
347,Biodol396,94,15459.01
574,Ashafer961,134,22098.02
653,Sanizide444,43,830.69
628,Apexprofen837,68,6673.85
83,Vitaprofen257,70,12040.61
939,Vitastat241,169,4545.6
268,Neofer82,160,2063.36
620,Welllax136,98,4890.1
796,Carezide136,10,1394.17
769,Vitavirin494,86,7221.96
870,Sanitril633,105,14246.11
710,Carecillin430,185,10579.51
577,Arovir972,69,1844.45
174,Saniprofen728,171,36357.14
233,Neovex307,6,1123.9
220,Lifemox417,63,1539.02
316,Carelax262,147,27043.19
155,Medizide629,3,495.65
699,Lifezym819,159,3994.34
944,Arotril826,162,32375.17
217,Healcillin539,157,5788.04
409,Carezide629,191,33959.76
188,Ashafer238,1,102.01
431,Caremox55,13,1931.49
1085,Neotril117,50,4817.45
1015,Neolax812,155,23260.82
126,Vitacillin581,114,4640.73
361,Medivex159,51,3561.34
1179,Vitalax491,49,7783.46
156,Lifezym242,49,2223.43
467,Vitafer611,42,4107.77
608,Lifezym242,154,14857.31
447,Arotril826,110,6366.6
494,Neovex649,136,1797.95
516,Swasthstat954,73,10289.97
129,Zenvirin433,127,10724.04
881,Zenvex842,21,3391.11
914,Swasthcillin531,4,862.75
653,Zenvirin433,151,27762.72
135,Lifevirin270,146,10067.77
924,Neofer71,92,14506.71
1024,Aromox297,77,11867.6
390,Carevex431,59,6547.44
723,Vitalax491,105,10723.1
826,Curemox588,119,21649.93
313,Wellfer420,37,5644.23
51,Swasthvirin568,36,5834.77
306,Apexstat532,103,8435.13
354,Healcillin745,39,4569.23
195,Saniprofen292,5,398.52
691,Arovex870,51,732.81
622,Lifetril182,141,8468.13
1023,Carecillin874,111,11885.74
999,Ashavex212,171,4339.7
138,Zenzide397,83,12949.18
290,Wellvex571,61,6942.12
444,Sanizide153,107,13107.49
325,Lifemox860,87,12479.55
879,Curecin659,157,4886.33
578,Lifevir353,88,14845.42
263,Arozym597,95,11623.27
37,Ashavex496,115,8993.04
669,Apexfer997,177,11174.85
641,Ashavex212,163,35741.31
575,Mediprofen276,143,12164.93
399,Healcillin124,33,7241.97
1173,Healzide566,59,9234.1
511,Biovex473,126,17210.29
642,Lifetril785,131,23585.44
304,Curefer890,160,12047.02
948,Sanifer340,155,33236.15
545,Medivirin149,18,1946.03
566,Neocillin820,183,7855.24
121,Curevex110,122,7559.53
671,Mediprofen806,92,16024.77
300,Healvirin421,70,14033.24
644,Medivex682,155,26458.69
386,Curezym407,153,18903.39
125,Zenvirin82,189,35582.6
1033,Arozym597,73,4226.33
23,Welltril920,77,4327.72
52,Vitatril675,8,1208.27
162,Medizide629,95,10957.81
303,Apexprofen369,115,15812.78
910,Lifecillin621,195,16047.12
934,Ashazym434,71,3654.94
584,Zencillin529,42,5084.0
35,Vitazide1,32,637.43
978,Arotril170,95,4033.33
769,Arozide106,141,2155.56
664,Ashacin657,102,4844.72
71,Carezym368,165,11252.23
1165,Carelax745,11,1793.19
271,Sanizide849,128,2607.87
311,Healcillin539,27,3489.21
482,Healdol271,24,4386.93
693,Sanizym226,21,2088.97
1009,Biovir827,103,12369.33
811,Medicin856,178,8052.7
425,Sanistat981,115,5221.37
535,Ashatril324,59,3577.88
1143,Apexvirin454,7,161.17
462,Healdol471,123,2144.6
477,Neolax158,40,7204.35
655,Apexcin129,83,7568.06
811,Sanizym226,5,527.73
49,Curedol685,172,25691.72
140,Carestat529,11,481.14
471,Curevex563,150,15581.41
166,Ashatril184,149,27844.49
337,Healdol242,102,5456.73
577,Apextril381,69,8407.79
328,Neostat267,52,7786.95
401,Ashatril139,84,15440.82
585,Apexzide221,116,1940.56
1049,Neovex829,198,16473.95
86,Curefer387,100,18288.97
422,Vitavir7,52,8995.3
612,Sanizide153,177,28501.08
622,Curevex563,93,9985.92
471,Carelax502,146,30157.74
445,Healprofen752,131,1719.48
371,Swasthlax920,86,5010.62
796,Curefer890,185,15964.8
339,Vitacillin927,126,13763.36
509,Vitazide1,20,2962.49
64,Caremox55,159,2801.64
562,Medizym361,1,68.63
1164,Wellstat189,41,1179.6
391,Zenvir553,109,16648.56
574,Neovex882,107,14203.74
72,Healprofen752,31,2044.82
420,Apexprofen138,31,6431.11
63,Cureprofen611,122,4918.01
481,Sanivirin963,117,22021.5
1142,Lifefer599,70,4767.7
983,Biostat374,17,2395.75
134,Medistat835,102,12871.02
1019,Sanizide413,111,19066.12
28,Apexvex958,148,29306.03
576,Carezide624,182,12062.26
548,Zenvir446,7,1144.67
386,Vitacillin927,61,9834.53
91,Aroprofen376,145,25213.78
1001,Curelax111,60,9832.54
587,Bioprofen599,94,2544.78
968,Sanivirin963,140,6321.62
761,Heallax258,186,20132.32
711,Arovex70,105,4613.38
958,Apexvirin454,89,13092.83
1013,Swasthstat517,173,19712.73
885,Healvir641,23,3334.77
682,Arostat294,92,12632.62
1105,Carevex448,175,6583.47
1038,Apexmox913,161,6062.18
327,Biofer458,147,6144.36
422,Biotril391,178,17417.19
230,Medivex258,129,15440.38
1179,Arozide668,2,124.4
338,Swasthvex584,190,11225.91
686,Healvir641,126,4544.39
765,Wellfer420,141,28019.7
805,Mediprofen276,57,7671.16
218,Zenstat163,58,7913.67
386,Wellzym92,184,2117.78
1034,Swasthzide551,28,3423.79
628,Sanistat981,62,9436.26
429,Apexprofen837,139,21630.17
392,Medivex75,7,90.54
425,Curevex110,48,8864.32
138,Wellmox798,65,5838.31
733,Sanistat882,170,16326.16
615,Zenvirin433,88,7087.27
878,Healfer248,159,20249.28
86,Medivir39,174,16355.18
655,Sanitril450,90,1588.45
786,Apexdol811,193,20164.09
719,Swasthzide788,176,16489.17
80,Lifevirin760,125,17851.83
517,Ashazym370,140,3746.96
193,Lifetril52,117,9625.77
962,Curevir151,9,684.36
925,Swasthcillin239,56,6582.92
263,Carezym368,152,29984.2
1037,Sanilax793,114,2516.38
563,Healprofen96,179,23956.62
1098,Ashastat332,168,24204.47
241,Vitavir7,179,18438.12
926,Sanimox547,76,11933.11
679,Ashaprofen172,110,3210.51
158,Neovex307,51,5050.96
794,Zencin10,199,33039.08
362,Aromox189,198,16001.7
458,Swasthlax665,88,16504.77
1011,Swasthmox87,59,9816.59
238,Ashatril184,26,1007.53
1153,Ashavex771,7,659.2
881,Wellmox798,6,1014.47
755,Neocillin545,163,18934.11
69,Ashavex771,72,7428.3
138,Neocin966,17,525.59
733,Wellstat301,122,12372.47
282,Neofer958,31,418.52
383,Ashazide244,171,8887.8
1119,Zenstat494,96,11608.89
380,Biomox375,150,14179.35
476,Wellzide173,52,1857.54
801,Apexvex981,3,254.8
25,Swasthcin793,29,3115.99
1087,Carevir940,3,232.01
655,Swasthvirin568,63,12465.6
387,Ashavir50,170,17777.79
203,Arozide668,45,4105.21
1109,Welltril920,19,673.05
1045,Ashaprofen408,38,6072.57
1052,Neolax953,19,2176.02
847,Swasthmox87,161,12264.45
538,Neolax812,105,2306.71
657,Wellzym92,200,16278.36
766,Neozide691,101,11097.33
461,Biostat374,192,36560.36
1044,Healvirin673,105,15703.54
323,Arolax663,62,7570.72
154,Carezide136,111,14106.93
1151,Meditril676,22,3585.97
82,Carecillin430,95,5863.06
700,Healvir641,78,14249.21
632,Ashadol971,121,13173.26
1148,Ashamox912,175,24023.24
1176,Biodol129,36,3310.64
1003,Neovir499,88,10618.45
129,Neocillin820,65,9937.28
592,Sanistat945,153,16357.83
664,Vitafer673,62,7320.84
628,Medizide674,50,8805.95
843,Apexvex914,72,4447.88
386,Mediprofen216,197,28306.95
605,Sanistat882,49,6945.1
1112,Neovex882,142,11490.29
1192,Vitamox973,134,6430.69
597,Apexcin125,164,10079.12
691,Wellvir883,47,9592.54
768,Bioprofen599,63,5929.96
1164,Healvirin103,118,12486.6
148,Saniprofen728,65,2215.06
1128,Arostat294,101,1026.22
522,Apextril105,127,14658.45
1196,Sanivirin991,71,7803.84
545,Curefer890,14,2994.28
1003,Apexvex914,153,4817.4
642,Vitavir7,31,1061.47
112,Biolax228,11,1849.01
1124,Healtril755,138,9555.59
867,Healcillin539,53,1023.61
123,Ashaprofen408,3,111.57
568,Swasthprofen711,73,6484.91
1169,Healdol292,193,12481.62
485,Bioprofen353,39,602.23
451,Carelax502,44,8234.42
417,Arovir972,139,20958.39
187,Swasthzide551,147,26439.4
553,Lifevirin760,125,4098.36
833,Aromox189,57,3455.61
356,Biolax321,57,3240.42
632,Biovex77,112,14529.92
792,Ashaprofen638,115,5406.29
168,Sanizide444,105,15762.86
788,Neofer634,158,21870.85
557,Carestat994,53,9856.34
1074,Healvir890,88,6576.62
795,Neolax953,114,14447.7
159,Healfer248,154,28761.46
345,Swasthlax170,104,5103.46
830,Vitazide698,71,4013.82
473,Curevir658,98,12657.63
50,Biodol129,176,32150.66
133,Apexprofen6,116,15299.22
1171,Curecin762,89,6315.39
894,Ashazym762,186,18077.27
896,Lifefer681,66,4929.97
533,Curedol685,123,4756.04
1200,Apexvirin676,166,19036.91
401,Healfer248,10,1978.78
469,Ashafer572,24,3282.95
1133,Neotril745,13,791.56
523,Wellvir735,116,4189.0
893,Neodol741,72,12076.99
839,Biovex77,80,3066.25
189,Curezym614,159,3470.44
361,Ashamox606,74,9985.93
344,Apexstat23,61,961.58
158,Welltril714,18,2768.65
367,Healprofen82,137,4779.64
756,Curezym840,186,8674.96
383,Apexstat23,63,10025.61
352,Neovex829,197,13915.05
1026,Ashazide244,130,23827.06
343,Lifetril809,13,1486.99
496,Zenvex833,156,28184.99
572,Wellvir883,119,6427.08
226,Curevir658,183,11423.22
87,Carecillin961,18,3331.62
589,Swasthzide788,118,13650.39
809,Sanivir864,141,16252.89
1076,Ashazide517,120,27369.55
725,Curedol414,156,21501.77
830,Swasthlax665,193,13168.75
342,Apexvex997,129,20931.23
75,Neocin763,53,1521.16
612,Arovex870,30,3833.9
770,Aromox189,77,6200.96
407,Zencillin672,193,2595.46
302,Welllax405,116,23003.49
287,Sanizide153,167,27363.82
292,Swasthdol436,5,1060.4
518,Swasthdol791,125,11953.94
761,Ashavex771,53,5323.96
106,Swasthdol436,63,13999.26
208,Swasthvir250,76,6192.91
792,Biotril391,168,27257.87
603,Wellstat850,91,16095.94
83,Carevir940,123,2811.86
636,Swasthcin514,130,6465.83
299,Neozym255,191,27186.14
51,Neostat267,131,7133.68
50,Arotril826,115,11355.14
943,Ashafer238,89,11238.57
105,Aroprofen376,133,18790.84
999,Meditril676,111,15680.37
1123,Carelax262,187,29954.55
315,Ashamox987,97,7860.92
